"population","pop2024","pop2023","pop2022","pop2020","pop2010","growth","region","city","usps","state","countyFips","county","densityMi","slug","areaMi","lng","lat","type","rank"
4156,4156,4143,4131,4194,3982,0.00314,"Southeast","Bonsall","CA","California","6073","San Diego County",305,"california/bonsall",13.624,-117.192,33.2749,"CDP",701
4151,4151,4053,3955,3320,2781,0.02418,"Northwest","Bella Vista","CA","California","6089","Shasta County",157,"california/bella-vista",26.442,-122.256,40.6512,"CDP",702
4124,4124,4022,3820,3716,3511,0.02536,"Northwest","Wheatland","CA","California","6115","Yuba County",508,"california/wheatland",8.122,-121.39,39.0312,"City",703
4123,4123,4204,4223,4447,4367,-0.01927,"West","Portola Valley","CA","California","6081","San Mateo County",454,"california/portola-valley",9.083,-122.233,37.3652,"Town",704
4106,4106,4055,4004,3253,3392,0.01258,"Northwest","San Miguel","CA","California","6079","San Luis Obispo County",3910,"california/san-miguel-contra-costa-county",1.05,-122.037,37.8867,"CDP",705
4095,4095,4055,4016,4431,3543,0.00986,"Southeast","Lenwood","CA","California","6071","San Bernardino County",1968,"california/lenwood",2.081,-117.108,34.8861,"CDP",706
4026,4026,4005,3983,3709,3723,0.00524,"Southeast","North El Monte","CA","California","6037","Los Angeles County",9473,"california/north-el-monte",0.425,-118.024,34.1029,"CDP",707
4020,4020,4050,4080,3957,4437,-0.00741,"Southeast","Lake San Marcos","CA","California","6073","San Diego County",2355,"california/lake-san-marcos",1.707,-117.209,33.1224,"CDP",708
3971,3971,3943,3914,3697,3571,0.0071,"South","Meiners Oaks","CA","California","6111","Ventura County",1629,"california/meiners-oaks",2.438,-119.27,34.4553,"CDP",709
3941,3941,3900,3860,3641,3376,0.01051,"Northwest","French Camp","CA","California","6077","San Joaquin County",1274,"california/french-camp",3.094,-121.274,37.866,"CDP",710
3930,3930,3935,3941,3763,4008,-0.00127,"West","Bystrom","CA","California","6099","Stanislaus County",7224,"california/bystrom",0.544,-120.981,37.6194,"CDP",711
3916,3916,3881,3846,3495,3426,0.00902,"Northwest","Auburn Lake Trails","CA","California","6017","El Dorado County",308,"california/auburn-lake-trails",12.727,-120.98,38.8862,"CDP",712
3916,3916,3637,3357,3591,0,0.07671,"Central","Madera Ranchos","CA","California","6039","Madera County",1503,"california/madera-ranchos",2.605,-119.877,36.9279,"CDP",713
3911,3911,3864,3818,3404,3261,0.01216,"West","Loyola","CA","California","6085","Santa Clara County",2814,"california/loyola",1.39,-122.098,37.3503,"CDP",714
3907,3907,3868,3828,3657,3353,0.01008,"Northwest","Kelseyville","CA","California","6033","Lake County",1354,"california/kelseyville",2.885,-122.831,38.9702,"CDP",715
3894,3894,3853,3811,4322,3310,0.01064,"South","Pixley","CA","California","6107","Tulare County",742,"california/pixley",5.25,-119.3,35.9768,"CDP",716
3851,3851,3860,3870,3806,3984,-0.00233,"Northwest","Woodbridge","CA","California","6077","San Joaquin County",1278,"california/woodbridge",3.014,-121.309,38.1721,"CDP",717
3844,3844,3831,3819,3566,3671,0.00339,"Northwest","Copperopolis","CA","California","6009","Calaveras County",289,"california/copperopolis",13.314,-120.625,37.9391,"CDP",718
3841,3841,3867,3883,3945,4172,-0.00672,"Southeast","Del Mar","CA","California","6073","San Diego County",2237,"california/del-mar",1.717,-117.26,32.9639,"City",719
3826,3826,3552,3279,3306,0,0.07714,"Central","North Fork","CA","California","6039","Madera County",119,"california/north-fork",32.236,-119.521,37.2346,"CDP",720
3803,3803,3834,3865,3780,4238,-0.00809,"Southeast","Mojave","CA","California","6029","Kern County",65,"california/mojave",58.373,-118.19,35.015,"CDP",721
3794,3794,3768,3742,3379,3433,0.0069,"Northwest","Jamestown","CA","California","6109","Tuolumne County",1264,"california/jamestown",3.002,-120.407,37.9582,"CDP",722
3780,3780,3752,3758,3666,3794,0.00746,"Northwest","Angels","CA","California","6009","Calaveras County",1041,"california/angels",3.632,-120.552,38.071,"City",723
3750,3750,3573,3396,2893,1269,0.04954,"Northwest","Palo Cedro","CA","California","6089","Shasta County",458,"california/palo-cedro",8.179,-122.243,40.5662,"CDP",724
3738,3738,3710,3681,3646,3338,0.00755,"Southwest","Vandenberg AFB","CA","California","6083","Santa Barbara County",167,"california/vandenberg-afb",22.393,-120.506,34.728,"CDP",725
3737,3737,3735,3734,4258,3717,0.00054,"Northwest","North Richmond","CA","California","6013","Contra Costa County",2688,"california/north-richmond",1.39,-122.371,37.9653,"CDP",726
3736,3736,3688,3639,3276,3054,0.01302,"Northwest","Lake California","CA","California","6089","Shasta County",592,"california/lake-california",6.311,-122.209,40.3584,"CDP",727
3734,3734,3716,3698,3675,3485,0.00484,"Southeast","Hidden Meadows","CA","California","6073","San Diego County",567,"california/hidden-meadows",6.587,-117.12,33.2236,"CDP",728
3722,3722,3734,3746,4222,3888,-0.00321,"Central","Tarpey Village","CA","California","6019","Fresno County",4717,"california/tarpey-village",0.789,-119.701,36.794,"CDP",729
3715,3715,3742,3782,3823,3872,-0.00722,"East","Bishop","CA","California","6027","Inyo County",1993,"california/bishop",1.864,-118.396,37.3664,"City",730
3702,3702,3661,3620,3646,3127,0.0112,"Northwest","Mono Vista","CA","California","6109","Tuolumne County",1310,"california/mono-vista",2.826,-120.27,38.0134,"CDP",731
3700,3700,3743,3785,3891,4292,-0.01149,"Northwest","Santa Venetia","CA","California","6041","Marin County",1010,"california/santa-venetia",3.664,-122.503,38.0055,"CDP",732
3697,3697,3706,3715,3480,3822,-0.00243,"Southeast","Desert Edge","CA","California","6065","Riverside County",1630,"california/desert-edge",2.268,-116.44,33.9223,"CDP",733
3688,3688,3660,3632,3788,3293,0.00765,"Northwest","Forestville","CA","California","6097","Sonoma County",702,"california/forestville",5.257,-122.89,38.4825,"CDP",734
3682,3682,3641,3600,4009,3108,0.01126,"Northwest","Esparto","CA","California","6113","Yolo County",800,"california/esparto",4.601,-122.024,38.6934,"CDP",735
3655,3655,3679,3707,3749,3996,-0.00652,"Southwest","San Joaquin","CA","California","6019","Fresno County",3053,"california/san-joaquin",1.197,-120.19,36.6056,"City",736
3654,3654,3614,3574,3205,3094,0.01107,"Northwest","Crockett","CA","California","6013","Contra Costa County",3441,"california/crockett",1.062,-122.22,38.0519,"CDP",737
3651,3651,3620,3589,3508,3217,0.00856,"Northwest","Meadow Vista","CA","California","6061","Placer County",691,"california/meadow-vista",5.281,-121.038,39.0017,"CDP",738
3649,3649,3687,3726,3285,4189,-0.01031,"West","Empire","CA","California","6099","Stanislaus County",3124,"california/empire",1.168,-120.907,37.6431,"CDP",739
3643,3643,3636,3630,3890,3553,0.00193,"Northwest","Valley Springs","CA","California","6009","Calaveras County",4337,"california/valley-springs",0.84,-120.825,38.1894,"CDP",740
3642,3642,3671,3701,3197,4057,-0.0079,"West","Felton","CA","California","6087","Santa Cruz County",785,"california/felton",4.64,-122.081,37.0392,"CDP",741
3599,3599,3533,3468,3536,2684,0.01868,"Southeast","Campo","CA","California","6073","San Diego County",153,"california/campo",23.503,-116.475,32.641,"CDP",742
3597,3597,3574,3550,3580,3267,0.00644,"West","Seacliff","CA","California","6087","Santa Cruz County",4927,"california/seacliff",0.73,-121.919,36.9773,"CDP",743
3596,3596,3573,3551,3015,3282,0.00644,"West","Cambrian Park","CA","California","6085","Santa Clara County",6221,"california/cambrian-park",0.578,-121.929,37.2561,"CDP",744
3582,3582,3642,3703,3710,4432,-0.01647,"Northwest","Shingle Springs","CA","California","6017","El Dorado County",437,"california/shingle-springs",8.199,-120.936,38.6659,"CDP",745
3580,3580,3483,3386,2070,2219,0.02785,"Northwest","Pine Grove","CA","California","6005","Amador County",478,"california/pine-grove",7.484,-120.657,38.403,"CDP",746
3579,3579,3580,3582,3308,3600,-0.00028,"Northwest","Weaverville","CA","California","6105","Trinity County",278,"california/weaverville",12.882,-122.929,40.7407,"CDP",747
3571,3571,3539,3508,3547,3131,0.00904,"Northwest","Pine Hills","CA","California","6023","Humboldt County",353,"california/pine-hills",10.116,-124.161,40.7329,"CDP",748
3569,3569,3526,3483,3612,2969,0.0122,"Northwest","Rollingwood","CA","California","6013","Contra Costa County",20630,"california/rollingwood",0.173,-122.331,37.9653,"CDP",749
3544,3544,3482,3419,3040,2666,0.01781,"Northwest","Marin City","CA","California","6041","Marin County",6600,"california/marin-city",0.537,-122.514,37.8712,"CDP",750
3522,3522,3518,3514,3621,3466,0.00114,"Southeast","Lake Isabella","CA","California","6029","Kern County",162,"california/lake-isabella",21.714,-118.483,35.6371,"CDP",751
3512,3512,3484,3457,3698,3130,0.00804,"Southeast","Mountain View Acres","CA","California","6071","San Bernardino County",2210,"california/mountain-view-acres",1.589,-117.347,34.4976,"CDP",752
3509,3509,3259,3008,2790,0,0.07671,"Northwest","Lake Shastina","CA","California","6093","Siskiyou County",874,"california/lake-shastina",4.013,-122.376,41.5231,"CDP",753
3455,3455,3459,3416,3471,3337,-0.00116,"West","Monte Sereno","CA","California","6085","Santa Clara County",2114,"california/monte-sereno",1.634,-121.988,37.2404,"City",754
3446,3446,3428,3409,4208,3185,0.00525,"Southeast","Meadowbrook","CA","California","6065","Riverside County",510,"california/meadowbrook",6.753,-117.285,33.7258,"CDP",755
3438,3438,3448,3458,3509,3576,-0.0029,"Southwest","Mission Hills","CA","California","6037","Los Angeles County",2844,"california/mission-hills",1.209,-120.44,34.6888,"CDP",756
3429,3429,3361,3292,3261,2468,0.02023,"Southeast","Val Verde","CA","California","6037","Los Angeles County",1337,"california/val-verde",2.565,-118.672,34.4504,"CDP",757
3428,3428,3351,3275,3259,2360,0.02298,"Southeast","Desert View Highlands","CA","California","6037","Los Angeles County",7773,"california/desert-view-highlands",0.441,-118.154,34.5903,"CDP",758
3427,3427,3459,3491,2963,3874,-0.00925,"Southeast","Idyllwild-Pine Cove","CA","California","6065","Riverside County",250,"california/idyllwild-pine-cove",13.723,-116.731,33.7442,"CDP",759
3408,3408,3384,3360,3959,3070,0.00709,"West","Freedom","CA","California","6087","Santa Cruz County",3008,"california/freedom",1.133,-121.795,36.9403,"CDP",760
3370,3370,3299,3227,2586,2368,0.02152,"Northwest","Hayfork","CA","California","6105","Trinity County",47,"california/hayfork",72.145,-123.124,40.5759,"CDP",761
3360,3360,3373,3387,3166,3552,-0.00385,"Southeast","Morongo Valley","CA","California","6071","San Bernardino County",133,"california/morongo-valley",25.219,-116.563,34.0724,"CDP",762
3358,3358,3380,3401,3720,3659,-0.00651,"West","West Menlo Park","CA","California","6081","San Mateo County",6924,"california/west-menlo-park",0.485,-122.203,37.4338,"CDP",763
3342,3342,3326,3309,3315,3108,0.00481,"Northwest","Cutten","CA","California","6023","Humboldt County",2603,"california/cutten",1.284,-124.144,40.7657,"CDP",764
3340,3340,3287,3235,3968,2608,0.01612,"Southeast","Coronita","CA","California","6065","Riverside County",5512,"california/coronita",0.606,-117.611,33.8759,"CDP",765
3337,3337,3271,3205,3021,2411,0.02018,"Southwest","Lake Nacimiento","CA","California","6053","Monterey County",318,"california/lake-nacimiento",10.491,-120.87,35.731,"CDP",766
3332,3332,3356,3373,3428,2941,-0.00715,"Northwest","Yountville","CA","California","6055","Napa County",2236,"california/yountville",1.49,-122.366,38.3935,"City",767
3324,3324,3260,3196,2175,2429,0.01963,"Northwest","Buckhorn","CA","California","6005","Amador County",674,"california/buckhorn",4.931,-120.532,38.4548,"CDP",768
3312,3312,3403,3494,3984,4584,-0.02674,"West","Planada","CA","California","6047","Merced County",1902,"california/planada",1.741,-120.322,37.2902,"CDP",769
3288,3288,3053,2818,2814,0,0.07697,"Southeast","Sage","CA","California","6065","Riverside County",48,"california/sage",68.258,-116.91,33.5941,"CDP",770
3286,3286,3285,3285,3473,3280,0.0003,"Northwest","East Richmond Heights","CA","California","6013","Contra Costa County",5666,"california/east-richmond-heights",0.58,-122.314,37.9451,"CDP",771
3282,3282,3308,3360,3386,3371,-0.00786,"Northwest","Rio Dell","CA","California","6023","Humboldt County",1321,"california/rio-dell",2.484,-124.115,40.4956,"City",772
3281,3281,3288,3294,3113,3371,-0.00213,"Southeast","San Antonio Heights","CA","California","6071","San Bernardino County",1341,"california/san-antonio-heights",2.446,-117.659,34.1564,"CDP",773
3277,3277,3228,3179,2721,2593,0.01518,"Southeast","Crest","CA","California","6073","San Diego County",502,"california/crest",6.53,-116.867,32.8,"CDP",774
3274,3274,3222,3170,3391,2543,0.01614,"South","Tipton","CA","California","6107","Tulare County",1897,"california/tipton",1.726,-119.314,36.0572,"CDP",775
3272,3272,3220,3168,2932,2544,0.01615,"Northwest","Kelly Ridge","CA","California","6007","Butte County",1677,"california/kelly-ridge",1.951,-121.466,39.5288,"CDP",776
3269,3269,3036,2802,3121,0,0.07675,"Southeast","Cottonwood","CA","California","6089","Shasta County",8318,"california/cottonwood-kern-county",0.393,-118.986,35.3456,"CDP",777
3256,3256,3515,3775,2554,6890,-0.07368,"Southeast","Oasis","CA","California","6065","Riverside County",166,"california/oasis",19.637,-116.126,33.5275,"CDP",778
3253,3253,3294,3335,3419,3828,-0.01245,"Northwest","Morada","CA","California","6077","San Joaquin County",1091,"california/morada",2.981,-121.246,38.0386,"CDP",779
3250,3250,3261,3273,3435,3414,-0.00337,"Northwest","Humboldt Hill","CA","California","6023","Humboldt County",782,"california/humboldt-hill",4.155,-124.197,40.7223,"CDP",780
3249,3249,3224,3145,3148,3122,0.00775,"Northwest","Nevada City","CA","California","6057","Nevada County",1447,"california/nevada-city",2.246,-121.033,39.2596,"City",781
3233,3233,3324,3416,3783,4514,-0.02738,"Southwest","Del Monte Forest","CA","California","6053","Monterey County",403,"california/del-monte-forest",8.026,-121.947,36.5838,"CDP",782
3226,3226,3239,3252,3414,3409,-0.00401,"West","Day Valley","CA","California","6087","Santa Cruz County",174,"california/day-valley",18.503,-121.856,37.0254,"CDP",783
3226,3226,3124,3023,3855,1805,0.03265,"Southeast","Green Acres","CA","California","6065","Riverside County",2299,"california/green-acres",1.403,-117.078,33.735,"CDP",784
3205,3205,3197,3190,3321,3101,0.0025,"Northwest","Reliez Valley","CA","California","6013","Contra Costa County",1358,"california/reliez-valley",2.36,-122.103,37.9399,"CDP",785
3201,3201,3261,3305,3440,3739,-0.0184,"Southeast","Avalon","CA","California","6037","Los Angeles County",1109,"california/avalon",2.886,-118.318,33.3433,"City",786
3198,3198,2969,2741,2764,0,0.07713,"Southeast","Pepperdine University","CA","California","6037","Los Angeles County",5944,"california/pepperdine-university",0.538,-118.709,34.0423,"CDP",787
3191,3191,3189,3186,3763,3154,0.00063,"Northwest","Burney","CA","California","6089","Shasta County",594,"california/burney",5.373,-121.675,40.8894,"CDP",788
3185,3185,2958,2730,2985,0,0.07674,"West","Highlands","CA","California","6081","San Mateo County",2450,"california/highlands",1.3,-122.346,37.52,"CDP",789
3175,3175,3170,3165,3436,3103,0.00158,"West","Moss Beach","CA","California","6081","San Mateo County",1419,"california/moss-beach",2.237,-122.498,37.5133,"CDP",790
3165,3165,3179,3207,3219,3391,-0.0044,"Northwest","Mount Shasta","CA","California","6093","Siskiyou County",840,"california/mount-shasta",3.77,-122.315,41.3209,"City",791
3142,3142,3087,3032,3321,2369,0.01782,"Central","Auberry","CA","California","6019","Fresno County",68,"california/auberry",46.429,-119.451,37.0887,"CDP",792
3131,3131,3146,3161,3494,3342,-0.00477,"Southeast","Agua Dulce","CA","California","6037","Los Angeles County",137,"california/agua-dulce",22.85,-118.321,34.5017,"CDP",793
3126,3126,3172,3217,3228,3761,-0.0145,"Northwest","Vine Hill","CA","California","6013","Contra Costa County",2081,"california/vine-hill",1.502,-122.087,38.0071,"CDP",794
3109,3109,3076,3043,2755,2645,0.01073,"East","Dixon Lane-MeadowCreek","CA","California","6027","Inyo County",925,"california/dixon-lane-meadowcreek",3.36,-118.415,37.3864,"CDP",795
3088,3088,3086,3085,2674,3067,0.00065,"Northwest","Lucerne","CA","California","6033","Lake County",575,"california/lucerne",5.373,-122.77,39.0568,"CDP",796
3079,3079,3076,3072,3368,3028,0.00098,"Northwest","Arbuckle","CA","California","6011","Colusa County",1750,"california/arbuckle",1.759,-122.061,39.0142,"CDP",797
3078,3078,3058,3038,2801,2796,0.00654,"Northwest","Pine Mountain Lake","CA","California","6043","Mariposa County",162,"california/pine-mountain-lake",18.961,-120.182,37.8595,"CDP",798
3069,3069,3104,3137,3208,3681,-0.01128,"Southwest","Carmel-by-the-Sea","CA","California","6053","Monterey County",2893,"california/carmel-by-the-sea",1.061,-121.922,36.5529,"City",799
3065,3065,3062,3059,3818,3024,0.00098,"West","Las Lomas","CA","California","6053","Monterey County",2956,"california/las-lomas",1.037,-121.732,36.8688,"CDP",800
3023,3023,3022,3022,2572,3016,0.00033,"West","Ridgemark","CA","California","6069","San Benito County",1176,"california/ridgemark",2.57,-121.362,36.8082,"CDP",801
3022,3022,3008,2993,3641,2819,0.00465,"South","Strathmore","CA","California","6107","Tulare County",2142,"california/strathmore",1.411,-119.064,36.1461,"CDP",802
3019,3019,3026,3033,2657,3117,-0.00231,"Southeast","Rancho Santa Fe","CA","California","6073","San Diego County",450,"california/rancho-santa-fe",6.712,-117.198,33.0258,"CDP",803
2992,2992,3003,3014,2929,3148,-0.00366,"Southeast","Fairbanks Ranch","CA","California","6073","San Diego County",587,"california/fairbanks-ranch",5.095,-117.187,32.9916,"CDP",804
2981,2981,2949,2917,2957,2534,0.01085,"Southeast","Winchester","CA","California","6065","Riverside County",372,"california/winchester",8.021,-117.077,33.7146,"CDP",805
2980,2980,2946,2912,3006,2506,0.01154,"Northwest","Dogtown","CA","California","6077","San Joaquin County",230,"california/dogtown",12.967,-121.155,38.2087,"CDP",806
2976,2976,3012,3048,3240,3478,-0.01195,"West","Amesti","CA","California","6053","Monterey County",1014,"california/amesti",2.934,-121.782,36.9595,"CDP",807
2962,2962,2949,2936,3729,2783,0.00441,"Northwest","San Andreas","CA","California","6009","Calaveras County",296,"california/san-andreas",10.006,-120.673,38.1927,"CDP",808
2914,2914,2826,2738,2755,1684,0.03114,"Southeast","Romoland","CA","California","6065","Riverside County",1095,"california/romoland",2.661,-117.157,33.7648,"CDP",809
2904,2904,2696,2489,3348,0,0.07715,"Northwest","Hoopa","CA","California","6023","Humboldt County",142,"california/hoopa",20.412,-123.698,41.0796,"CDP",810
2900,2900,2693,2486,2363,0,0.07687,"Central","Calwa","CA","California","6019","Fresno County",5106,"california/calwa",0.568,-119.761,36.7135,"CDP",811
2888,2888,2873,2858,2962,2678,0.00522,"West","Bonny Doon","CA","California","6087","Santa Cruz County",174,"california/bonny-doon",16.563,-122.137,37.0436,"CDP",812
2866,2866,2906,2946,1864,3429,-0.01376,"Southeast","Borrego Springs","CA","California","6073","San Diego County",66,"california/borrego-springs",43.407,-116.357,33.241,"CDP",813
2856,2856,2832,2807,2655,2510,0.00847,"Northwest","Hartley","CA","California","6095","Solano County",441,"california/hartley",6.472,-121.951,38.4204,"CDP",814
2852,2852,2943,3034,3256,4123,-0.03092,"Northwest","El Verano","CA","California","6097","Sonoma County",2491,"california/el-verano",1.145,-122.492,38.2975,"CDP",815
2846,2846,2744,2641,2803,1408,0.03717,"Northwest","Janesville","CA","California","6035","Lassen County",84,"california/janesville",33.814,-120.49,40.3011,"CDP",816
2844,2844,2811,2778,2366,2384,0.01174,"Northwest","Sleepy Hollow","CA","California","6041","Marin County",959,"california/sleepy-hollow",2.966,-122.588,38.012,"CDP",817
2839,2839,2843,2848,2789,2904,-0.00141,"Northwest","Sutter","CA","California","6101","Sutter County",939,"california/sutter",3.025,-121.749,39.1556,"CDP",818
2826,2826,2791,2756,2536,2336,0.01254,"Southwest","San Miguel","CA","California","6079","San Luis Obispo County",1682,"california/san-miguel",1.68,-120.692,35.7534,"CDP",819
2810,2810,2799,2788,2879,2658,0.00393,"Southeast","Weedpatch","CA","California","6029","Kern County",790,"california/weedpatch",3.557,-118.91,35.2359,"CDP",820
2799,2799,2747,2694,2676,2063,0.01893,"Southeast","Edwards AFB","CA","California","6029","Kern County",163,"california/edwards-afb",17.134,-117.922,34.9024,"CDP",821
2760,2760,2752,2744,2609,2650,0.00291,"West","Aromas","CA","California","6053","Monterey County",583,"california/aromas",4.735,-121.631,36.8748,"CDP",822
2754,2754,2736,2719,2787,2510,0.00658,"Northwest","Bayview","CA","California","6023","Humboldt County",3737,"california/bayview-humboldt-county",0.737,-124.179,40.7654,"CDP",823
2738,2738,2718,2707,2656,2520,0.00736,"Northwest","Sutter Creek","CA","California","6005","Amador County",1015,"california/sutter-creek",2.698,-120.799,38.3924,"City",824
2730,2730,2697,2664,2672,2266,0.01224,"Northwest","East Sonora","CA","California","6109","Tuolumne County",1116,"california/east-sonora",2.446,-120.338,37.9742,"CDP",825
2724,2724,2721,2719,3121,2691,0.0011,"Southeast","Frazier Park","CA","California","6029","Kern County",522,"california/frazier-park",5.216,-118.955,34.8142,"CDP",826
2704,2704,2711,2718,2619,2803,-0.00258,"Southeast","Rose Hills","CA","California","6037","Los Angeles County",6202,"california/rose-hills",0.436,-118.042,34.009,"CDP",827
2690,2690,2723,2756,2727,3153,-0.01212,"South","Riverdale","CA","California","6019","Fresno County",685,"california/riverdale",3.925,-119.867,36.4304,"CDP",828
2678,2678,2704,2731,3415,3051,-0.00962,"Northwest","Angwin","CA","California","6055","Napa County",555,"california/angwin",4.829,-122.451,38.5779,"CDP",829
2665,2665,2694,2723,3509,3070,-0.01076,"West","Pajaro","CA","California","6053","Monterey County",2869,"california/pajaro",0.929,-121.742,36.9017,"CDP",830
2658,2658,2594,2529,2754,1754,0.02467,"Northwest","Bayview","CA","California","6013","Contra Costa County",8715,"california/bayview-contra-costa-county",0.305,-122.32,38.0062,"CDP",831
2644,2644,2625,2605,2909,2368,0.00724,"Northwest","Loma Rica","CA","California","6007","Butte County",143,"california/loma-rica",18.487,-121.404,39.3203,"CDP",832
2642,2642,2675,2708,2699,3103,-0.01234,"South","Channel Islands Beach","CA","California","6111","Ventura County",6246,"california/channel-islands-beach",0.423,-119.229,34.169,"CDP",833
2641,2641,2542,2444,1638,1262,0.03895,"Southwest","Callender","CA","California","6079","San Luis Obispo County",1155,"california/callender",2.286,-120.576,35.048,"CDP",834
2639,2639,2657,2700,2709,2837,-0.00677,"Northwest","Alturas","CA","California","6049","Modoc County",930,"california/alturas",2.839,-120.551,41.4891,"City",835
2621,2621,2666,2711,3184,3249,-0.01688,"Southeast","Casa Conejo","CA","California","6111","Ventura County",5553,"california/casa-conejo",0.472,-118.945,34.1847,"CDP",836
2615,2615,2601,2587,2656,2421,0.00538,"West","Lexington Hills","CA","California","6085","Santa Clara County",554,"california/lexington-hills",4.718,-121.989,37.159,"CDP",837
2606,2606,2627,2649,2833,2909,-0.00799,"West","Montara","CA","California","6081","San Mateo County",672,"california/montara",3.877,-122.492,37.5483,"CDP",838
2595,2595,2599,2602,2160,2642,-0.00154,"Southeast","Weldon","CA","California","6029","Kern County",97,"california/weldon",26.663,-118.309,35.6441,"CDP",839
2576,2576,2561,2546,2969,2367,0.00586,"Northwest","Georgetown","CA","California","6017","El Dorado County",170,"california/georgetown",15.128,-120.835,38.9114,"CDP",840
2571,2571,2388,2204,2170,0,0.07663,"Northwest","Centerville","CA","California","6089","Shasta County",319,"california/centerville-shasta-county",8.047,-122.465,40.5429,"CDP",841
2558,2558,2612,2666,3067,3314,-0.02067,"Northwest","North Lakeport","CA","California","6033","Lake County",674,"california/north-lakeport",3.796,-122.909,39.0866,"CDP",842
2548,2548,2522,2496,2699,2182,0.01031,"Southeast","Three Rivers","CA","California","6107","Tulare County",82,"california/three-rivers",30.983,-118.88,36.44,"CDP",843
2520,2520,2510,2500,2649,2381,0.00398,"South","Mission Canyon","CA","California","6083","Santa Barbara County",1393,"california/mission-canyon",1.809,-119.717,34.4563,"CDP",844
2516,2516,2485,2454,2224,2083,0.01247,"South","Easton","CA","California","6019","Fresno County",836,"california/easton",3.011,-119.791,36.6524,"CDP",845
2505,2505,2487,2469,2280,2253,0.00724,"Southeast","Boron","CA","California","6029","Kern County",183,"california/boron",13.713,-117.666,35.0198,"CDP",846
2497,2497,2318,2140,2396,0,0.07722,"Northwest","Meyers","CA","California","6017","El Dorado County",999,"california/meyers",2.499,-120.019,38.8348,"CDP",847
2480,2480,2490,2500,2725,2621,-0.00402,"West","Parksdale","CA","California","6039","Madera County",1429,"california/parksdale",1.736,-120.021,36.9465,"CDP",848
2480,2480,2574,2737,2856,2977,-0.03652,"Northwest","Weed","CA","California","6093","Siskiyou County",515,"california/weed",4.817,-122.381,41.4121,"City",849
2470,2470,2427,2385,2450,1876,0.01772,"Southeast","China Lake Acres","CA","California","6029","Kern County",474,"california/china-lake-acres",5.209,-117.766,35.64,"CDP",850
2466,2466,2538,2610,2580,3477,-0.02837,"Southeast","North Shore","CA","California","6065","Riverside County",221,"california/north-shore",11.179,-115.911,33.5146,"CDP",851
2465,2465,2506,2546,2619,3032,-0.01636,"Southeast","Homestead Valley","CA","California","6071","San Bernardino County",73,"california/homestead-valley",33.856,-116.415,34.273,"CDP",852
2463,2463,2451,2439,2086,2297,0.0049,"Northwest","Columbia","CA","California","6109","Tuolumne County",413,"california/columbia",5.961,-120.413,38.0312,"CDP",853
2404,2404,2387,2370,2120,2169,0.00712,"South","South Taft","CA","California","6029","Kern County",2234,"california/south-taft",1.076,-119.457,35.1293,"CDP",854
2400,2400,2415,2430,2553,2607,-0.00621,"East","West Bishop","CA","California","6027","Inyo County",274,"california/west-bishop",8.759,-118.475,37.3628,"CDP",855
2393,2393,2454,2516,2877,3254,-0.02486,"Northwest","Kennedy","CA","California","6077","San Joaquin County",1974,"california/kennedy",1.212,-121.246,37.929,"CDP",856
2389,2389,2303,2218,1481,1193,0.03734,"Northwest","Lewiston","CA","California","6105","Trinity County",119,"california/lewiston",20.017,-122.823,40.6969,"CDP",857
2388,2388,2488,2589,2826,3796,-0.04019,"Northwest","Kings Beach","CA","California","6061","Placer County",835,"california/kings-beach",2.859,-120.02,39.2475,"CDP",858
2384,2384,2392,2399,2279,2489,-0.00334,"Northwest","East Quincy","CA","California","6063","Plumas County",197,"california/east-quincy",12.111,-120.919,39.9164,"CDP",859
2381,2381,2350,2320,2164,1956,0.01319,"Southeast","Bodfish","CA","California","6029","Kern County",290,"california/bodfish",8.214,-118.486,35.5734,"CDP",860
2381,2381,2388,2396,2996,2488,-0.00293,"Southeast","Stallion Springs","CA","California","6029","Kern County",175,"california/stallion-springs",13.577,-118.658,35.092,"CDP",861
2379,2379,2209,2039,1494,0,0.07696,"Southeast","Harmony Grove","CA","California","6073","San Diego County",772,"california/harmony-grove",3.081,-117.138,33.1007,"CDP",862
2370,2370,2439,2508,2721,3334,-0.02829,"Southeast","Santa Rosa Valley","CA","California","6111","Ventura County",329,"california/santa-rosa-valley",7.214,-118.902,34.2459,"CDP",863
2364,2364,2346,2327,2452,2104,0.00767,"Southeast","Lakeview","CA","California","6065","Riverside County",725,"california/lakeview",3.26,-117.123,33.8285,"CDP",864
2332,2332,2360,2389,2407,2731,-0.01186,"Northwest","Nice","CA","California","6033","Lake County",1350,"california/nice",1.727,-122.855,39.1262,"CDP",865
2322,2322,2342,2361,2228,2592,-0.00854,"Southwest","Cayucos","CA","California","6079","San Luis Obispo County",749,"california/cayucos",3.1,-120.89,35.4396,"CDP",866
2318,2318,2349,2381,2370,2762,-0.0132,"Northwest","East Oakdale","CA","California","6077","San Joaquin County",430,"california/east-oakdale",5.393,-120.799,37.7839,"CDP",867
2292,2292,2282,2271,2088,2144,0.00438,"Northwest","Chester","CA","California","6063","Plumas County",314,"california/chester",7.288,-121.233,40.3017,"CDP",868
2290,2290,2299,2307,2274,2406,-0.00391,"Southeast","Sky Valley","CA","California","6065","Riverside County",94,"california/sky-valley",24.319,-116.355,33.8912,"CDP",869
