"population","pop2024","pop2023","pop2022","pop2020","pop2010","growth","region","city","usps","state","countyFips","county","densityMi","slug","areaMi","lng","lat","type","rank"
54910,54910,55236,55769,56213,58603,-0.0059,"Southeast","National City","CA","California","6073","San Diego County",7473,"california/national-city",7.348,-117.097,32.6659,"City",171
53733,53733,53947,54217,54589,51386,-0.00397,"Southeast","Yucaipa","CA","California","6071","San Bernardino County",1902,"california/yucaipa",28.258,-117.043,34.0336,"City",172
53375,53375,54157,54731,56502,56244,-0.01444,"Southeast","Arcadia","CA","California","6037","Los Angeles County",4885,"california/arcadia",10.927,-118.036,34.1327,"City",173
53151,53151,53357,53735,53975,52220,-0.00386,"Southeast","Colton","CA","California","6071","San Bernardino County",3401,"california/colton",15.628,-117.325,34.0545,"City",174
52598,52598,52356,52361,51628,51429,0.00462,"Southeast","Cathedral City","CA","California","6065","Riverside County",2340,"california/cathedral-city",22.476,-116.463,33.8355,"City",175
52202,52202,51951,51781,51197,48726,0.00483,"Southeast","Palm Desert","CA","California","6065","Riverside County",1950,"california/palm-desert",26.777,-116.364,33.7376,"City",176
52046,52046,51500,51627,49860,53121,0.0106,"South","Delano","CA","California","6029","Kern County",3537,"california/delano",14.716,-119.264,35.7664,"City",177
52032,52032,52192,52029,52671,50937,-0.00307,"Southeast","Placentia","CA","California","6059","Orange County",7729,"california/placentia",6.732,-117.855,33.8812,"City",178
51248,51248,51722,52207,53142,51957,-0.00916,"Northwest","Novato","CA","California","6041","Marin County",1872,"california/novato",27.369,-122.548,38.0851,"City",179
51092,51092,52041,52744,54886,55559,-0.01824,"Southeast","Diamond Bar","CA","California","6037","Los Angeles County",3434,"california/diamond-bar",14.878,-117.818,34.0016,"City",180
51022,51022,51942,52591,54701,58121,-0.01771,"Southeast","Huntington Park","CA","California","6037","Los Angeles County",16968,"california/huntington-park",3.007,-118.217,33.9792,"City",181
50405,50405,50199,49992,48839,47513,0.0041,"Northwest","Florin","CA","California","6067","Sacramento County",5802,"california/florin",8.687,-121.404,38.4832,"CDP",182
50328,50328,50867,51438,52482,51215,-0.0106,"West","Watsonville","CA","California","6087","Santa Cruz County",7416,"california/watsonville",6.786,-121.772,36.9236,"City",183
50244,50244,49663,49082,47107,42108,0.0117,"Northwest","El Dorado Hills","CA","California","6017","El Dorado County",1037,"california/el-dorado-hills",48.462,-121.048,38.6761,"CDP",184
50238,50238,51072,51599,53572,54100,-0.01633,"Southeast","Paramount","CA","California","6037","Los Angeles County",10630,"california/paramount",4.726,-118.167,33.8989,"City",185
49928,49928,49244,48494,47191,45193,0.01389,"Southwest","San Luis Obispo","CA","California","6079","San Luis Obispo County",3707,"california/san-luis-obispo",13.469,-120.668,35.2662,"City",186
49659,49659,50263,50853,52073,47821,-0.01202,"Southeast","Aliso Viejo","CA","California","6059","Orange County",7170,"california/aliso-viejo",6.926,-117.729,33.5792,"City",187
49508,49508,48553,47956,45687,36167,0.01967,"West","Los Banos","CA","California","6047","Merced County",4952,"california/los-banos",9.997,-120.84,37.0632,"City",188
49109,49109,49934,50489,52408,50258,-0.01652,"Southeast","Glendora","CA","California","6037","Los Angeles County",2517,"california/glendora",19.51,-117.848,34.145,"City",189
48981,48981,48532,48083,48660,42694,0.00925,"Northwest","North Highlands","CA","California","6067","Sacramento County",5561,"california/north-highlands",8.808,-121.372,38.6713,"CDP",190
48889,48889,48479,47272,47247,39449,0.00846,"Southeast","Brea","CA","California","6059","Orange County",3866,"california/brea",12.647,-117.865,33.9252,"City",191
48725,48725,49305,49544,51043,53786,-0.01176,"Southeast","Rosemead","CA","California","6037","Los Angeles County",9439,"california/rosemead",5.162,-118.083,34.0689,"City",192
48360,48360,48782,49175,50047,47883,-0.00865,"Southeast","Cypress","CA","California","6059","Orange County",7312,"california/cypress",6.614,-118.038,33.8185,"City",193
48103,48103,48397,48677,49279,45932,-0.00607,"West","Ceres","CA","California","6099","Stanislaus County",5064,"california/ceres",9.499,-120.968,37.5988,"City",194
47939,47939,47784,47629,48468,45770,0.00324,"Northwest","Antelope","CA","California","6067","Sacramento County",7013,"california/antelope",6.836,-121.361,38.7153,"CDP",195
47914,47914,48728,49353,51170,47791,-0.0167,"Southeast","Covina","CA","California","6037","Los Angeles County",6811,"california/covina",7.035,-117.882,34.0905,"City",196
47805,47805,48051,48267,48788,47924,-0.00512,"Southeast","Poway","CA","California","6073","San Diego County",1223,"california/poway",39.078,-117.022,32.9877,"City",197
47629,47629,48272,48594,50200,46539,-0.01332,"Southeast","Azusa","CA","California","6037","Los Angeles County",4930,"california/azusa",9.661,-117.912,34.1385,"City",198
46912,46912,47060,47209,49914,48993,-0.00314,"Southeast","Rowland Heights","CA","California","6037","Los Angeles County",3587,"california/rowland-heights",13.077,-117.891,33.9703,"CDP",199
46733,46733,46929,46722,47517,42619,-0.00418,"West","Newark","CA","California","6001","Alameda County",3357,"california/newark",13.919,-122.032,37.5043,"City",200
46521,46521,45761,44932,43480,35638,0.01661,"Northwest","Oakley","CA","California","6013","Contra Costa County",2932,"california/oakley",15.866,-121.694,37.9961,"City",201
45929,45929,46797,47445,49399,49037,-0.01855,"Southeast","Cerritos","CA","California","6037","Los Angeles County",5263,"california/cerritos",8.727,-118.069,33.8677,"City",202
45627,45627,44142,42657,39800,24836,0.03364,"Northwest","Vineyard","CA","California","6067","Sacramento County",2434,"california/vineyard",18.748,-121.324,38.474,"CDP",203
45619,45619,46182,46732,47869,47877,-0.01219,"Southeast","Rancho Santa Margarita","CA","California","6059","Orange County",3529,"california/rancho-santa-margarita",12.928,-117.599,33.6323,"City",204
45583,45583,44658,44142,41882,35415,0.02071,"West","Hollister","CA","California","6069","San Benito County",5725,"california/hollister",7.962,-121.399,36.8556,"City",205
45404,45404,45218,45128,44660,44755,0.00411,"Southeast","Palm Springs","CA","California","6065","Riverside County",480,"california/palm-springs",94.539,-116.538,33.8034,"City",206
44729,44729,45505,46119,47831,48521,-0.01705,"Southeast","La Mirada","CA","California","6037","Los Angeles County",5717,"california/la-mirada",7.824,-118.009,33.902,"City",207
44572,44572,44546,44374,44467,41110,0.00058,"Northwest","Rohnert Park","CA","California","6097","Sonoma County",6117,"california/rohnert-park",7.286,-122.701,38.3476,"City",208
44268,44268,42753,41239,39057,23067,0.03544,"Southeast","French Valley","CA","California","6065","Riverside County",4072,"california/french-valley",10.871,-117.106,33.5995,"CDP",209
44117,44117,43590,42904,42008,41023,0.01209,"Southeast","Coachella","CA","California","6065","Riverside County",1475,"california/coachella",29.917,-116.143,33.6904,"City",210
44075,44075,44478,44678,45685,38103,-0.00906,"West","Morgan Hill","CA","California","6085","Santa Clara County",3407,"california/morgan-hill",12.938,-121.642,37.1325,"City",211
43548,43548,43772,43907,44444,42783,-0.00512,"Southeast","El Centro","CA","California","6025","Imperial County",3594,"california/el-centro",12.117,-115.56,32.7864,"City",212
43444,43444,39857,35080,29096,17781,0.09,"Northwest","Lathrop","CA","California","6077","San Joaquin County",2191,"california/lathrop",19.826,-121.318,37.8087,"City",213
42812,42812,42999,43253,43560,41965,-0.00435,"Northwest","Danville","CA","California","6013","Contra Costa County",2368,"california/danville",18.078,-121.97,37.8121,"Town",214
42709,42709,42714,42719,43037,42777,-0.00012,"Southeast","Altadena","CA","California","6037","Los Angeles County",5045,"california/altadena",8.465,-118.136,34.1922,"CDP",215
42592,42592,43045,43851,44402,42298,-0.01052,"Southwest","Lompoc","CA","California","6083","Santa Barbara County",3664,"california/lompoc",11.623,-120.471,34.6627,"City",216
41005,41005,41700,41975,43784,40672,-0.01667,"West","Campbell","CA","California","6085","Santa Clara County",6743,"california/campbell",6.081,-121.953,37.2802,"City",217
40520,40520,41327,41579,43746,41328,-0.01953,"West","San Bruno","CA","California","6081","San Mateo County",7382,"california/san-bruno",5.489,-122.431,37.6256,"City",218
39525,39525,39081,38521,37749,37628,0.01136,"Southeast","La Quinta","CA","California","6065","Riverside County",1120,"california/la-quinta",35.294,-116.275,33.6461,"City",219
39360,39360,38989,38618,37410,34169,0.00952,"Southeast","La Presa","CA","California","6073","San Diego County",7160,"california/la-presa",5.497,-117.004,32.7123,"CDP",220
39263,39263,39980,40515,42129,41685,-0.01793,"Southeast","Rancho Palos Verdes","CA","California","6037","Los Angeles County",2914,"california/rancho-palos-verdes",13.473,-118.37,33.7385,"City",221
39054,39054,38815,39100,38097,37863,0.00616,"Southeast","Stanton","CA","California","6059","Orange County",12586,"california/stanton",3.103,-117.993,33.8002,"City",222
38499,38499,39041,39444,40666,38821,-0.01388,"Southeast","Culver City","CA","California","6037","Los Angeles County",7531,"california/culver-city",5.112,-118.397,34.0058,"City",223
38387,38387,38011,37635,35711,33121,0.00989,"Northwest","Foothill Farms","CA","California","6067","Sacramento County",9140,"california/foothill-farms",4.2,-121.347,38.6867,"CDP",224
38209,38209,38187,37976,38120,31679,0.00058,"Southeast","Adelanto","CA","California","6071","San Bernardino County",723,"california/adelanto",52.867,-117.439,34.5809,"City",225
38104,38104,38224,38311,38582,38660,-0.00314,"Southeast","Calexico","CA","California","6025","Imperial County",4501,"california/calexico",8.466,-115.495,32.6849,"City",226
37413,37413,37545,37754,37941,36767,-0.00352,"Southeast","Montclair","CA","California","6071","San Bernardino County",6764,"california/montclair",5.531,-117.698,34.0715,"City",227
37154,37154,37732,38067,39464,39642,-0.01532,"Southeast","San Gabriel","CA","California","6037","Los Angeles County",8966,"california/san-gabriel",4.144,-118.098,34.0946,"City",228
37145,37145,37087,37057,36913,32369,0.00156,"Southeast","Wildomar","CA","California","6065","Riverside County",1564,"california/wildomar",23.744,-117.258,33.6173,"City",229
36828,36828,37467,37901,39382,42053,-0.01706,"Southeast","Bell Gardens","CA","California","6037","Los Angeles County",14977,"california/bell-gardens",2.459,-118.154,33.9644,"City",230
36356,36356,36768,37110,38003,36593,-0.01121,"Southeast","Monrovia","CA","California","6037","Los Angeles County",2667,"california/monrovia",13.632,-117.985,34.164,"City",231
36167,36167,36010,35852,35030,33960,0.00436,"Northwest","Orangevale","CA","California","6067","Sacramento County",3158,"california/orangevale",11.451,-121.223,38.6894,"CDP",232
36128,36128,36395,36563,37195,36150,-0.00734,"Northwest","Martinez","CA","California","6013","Contra Costa County",2858,"california/martinez",12.643,-122.114,37.9981,"City",233
36044,36044,36516,36863,37931,39827,-0.01293,"Southeast","La Puente","CA","California","6037","Los Angeles County",10363,"california/la-puente",3.478,-117.954,34.0323,"City",234
35927,35927,35636,35345,35188,31853,0.00817,"Southeast","Westmont","CA","California","6037","Los Angeles County",19452,"california/westmont",1.847,-118.302,33.9417,"CDP",235
35730,35730,36426,36557,38514,37388,-0.01911,"West","Pacifica","CA","California","6081","San Mateo County",2840,"california/pacifica",12.583,-122.477,37.6066,"City",236
35308,35308,35543,35656,36246,34668,-0.00661,"Southeast","Moorpark","CA","California","6111","Ventura County",2876,"california/moorpark",12.277,-118.877,34.2859,"City",237
35148,35148,34972,34796,35520,32684,0.00503,"South","Oildale","CA","California","6029","Kern County",4444,"california/oildale",7.909,-119.031,35.4293,"CDP",238
35124,35124,35640,36017,37187,34877,-0.01448,"Southeast","Claremont","CA","California","6037","Los Angeles County",2634,"california/claremont",13.335,-117.714,34.1249,"City",239
34978,34978,32479,29981,29885,0,0.07694,"Southeast","East Niles","CA","California","6029","Kern County",6409,"california/east-niles",5.458,-118.922,35.3683,"CDP",240
34619,34619,34754,34775,35159,34453,-0.00388,"Southeast","San Juan Capistrano","CA","California","6059","Orange County",2399,"california/san-juan-capistrano",14.43,-117.654,33.5009,"City",241
34490,34490,32027,29563,29823,0,0.0769,"South","Eastern Goleta Valley","CA","California","6083","Santa Barbara County",2080,"california/eastern-goleta-valley",16.585,-119.785,34.4439,"CDP",242
34344,34344,34854,35213,36383,35555,-0.01463,"Southeast","Temple City","CA","California","6037","Los Angeles County",8575,"california/temple-city",4.005,-118.058,34.1022,"City",243
34239,34239,33975,33710,32359,30534,0.00777,"Southeast","Fallbrook","CA","California","6073","San Diego County",1952,"california/fallbrook",17.541,-117.22,33.3742,"CDP",244
33916,33916,34349,34591,35646,34377,-0.01261,"Southeast","West Hollywood","CA","California","6037","Los Angeles County",17964,"california/west-hollywood",1.888,-118.372,34.0883,"City",245
33743,33743,33438,33098,32523,27223,0.00912,"Southeast","Desert Hot Springs","CA","California","6065","Riverside County",1120,"california/desert-hot-springs",30.126,-116.542,33.9576,"City",246
33534,33534,33802,34034,34604,33145,-0.00793,"Northwest","Pleasant Hill","CA","California","6013","Contra Costa County",4740,"california/pleasant-hill",7.075,-122.076,37.9542,"City",247
33211,33211,32854,32496,31866,28205,0.01087,"Southeast","Spring Valley","CA","California","6073","San Diego County",4523,"california/spring-valley-san-diego-county",7.342,-116.976,32.7299,"CDP",248
33061,33061,32908,32754,30882,30912,0.00465,"Northwest","Fair Oaks","CA","California","6067","Sacramento County",3040,"california/fair-oaks",10.876,-121.251,38.6502,"CDP",249
32932,32932,30579,28227,28420,0,0.07695,"Southeast","Temescal Valley","CA","California","6059","Orange County",1703,"california/temescal-valley",19.336,-117.467,33.758,"CDP",250
32697,32697,33369,33891,35383,35149,-0.02014,"Southeast","Manhattan Beach","CA","California","6037","Los Angeles County",8311,"california/manhattan-beach",3.934,-118.421,33.9009,"City",251
32632,32632,32665,32585,32764,30101,-0.00101,"South","Goleta","CA","California","6083","Santa Barbara County",4156,"california/goleta",7.852,-119.859,34.4354,"City",252
32541,32541,33105,33527,34797,33369,-0.01704,"Southeast","San Dimas","CA","California","6037","Los Angeles County",2164,"california/san-dimas",15.034,-117.809,34.108,"City",253
32403,32403,32567,32647,33057,33310,-0.00504,"Southeast","Dana Point","CA","California","6059","Orange County",4996,"california/dana-point",6.486,-117.693,33.4755,"City",254
